title,category,total_seasons,total_episodes,info_links
大叔喜歡可愛小玩意,2026年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6129""}]"
まじめにヤバシティ マスコット(仮),2026年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6376""}]"
卡片戰鬥！！ 先導者 Divinez 運命星戰篇,2026年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6351""}]"
軟軟噗尼寵物小精靈4,2026年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6354""}]"
ゆるゆる図鑑,2026年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6498""}]"
鼠小弟的小背心 第二季,2026年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6530""}]"
香格里拉・開拓異境～糞作獵手挑戰神作～ 第三季,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5802""}]"
SAKAMOTO DAYS 坂本日常 第二季,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6183""}]"
茉莉花官吏傳,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6076""}]"
入間同學入魔了！ if Episode of 魔手黨,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6251""}]"
THE ONE PIECE,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4920""}]"
黑岩目高不把我的可愛放在眼裡 第二季,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5784""}]"
朱音落語 第二季,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6441""}]"
直到雜役賦予術師察覺自己才是最強,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6313""}]"
我在意的對象並不是男人,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5721""}]"
你是地雷系女子嗎？地原同學,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6192""}]"
歷史之眼,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6205""}]"
啟程的魔王城,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6451""}]"
拉麵赤貓 第二季,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5641""}]"
迪士尼扭曲仙境：動畫版－莽原之爪篇,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6138""}]"
公主騎士的小白臉,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5716""}]"
結界師的一輪華,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6013""}]"
一式警花動了戀心。,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6095""}]"
婚姻劇毒 第二季,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6469""}]"
BanG Dream！ It's MyGO！！！！！ / Ave Mujica 續篇,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5790""}]"
風を継ぐもの,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6044""}]"
わんぱく！刀剣乱舞,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4955""}]"
EVERYDAY HOST CLUB 男公關俱樂部的歡樂日常 續篇,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6155""}]"
靠轉蛋增加夥伴，打造最強的美少女軍團,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5886""}]"
平屋慢生活,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5974""}]"
遊戲世界轉生〈地下城就活〉～玩家〈從頭開始〉遊玩【地下城就活指南】～,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6294""}]"
傷口與繃帶,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6495""}]"
巨人大小姐,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5739""}]"
殘月的梅賽德斯,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6001""}]"
Charisma,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6154""}]"
悠久愚者．阿茲利的賢者之道 ―與、波奇的大冒險,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6254""}]"
Love Live！蓮之空女學院學園偶像俱樂部,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6338""}]"
じょせまる,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6432""}]"
モモモ！ニニモ,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6433""}]"
肌肉魔法使 -MASHLE- 三魔對爭神覺者最終試驗篇,2027年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5250""}]"
藥師少女的獨語 第三季 第二季度,2027年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6100""}]"
幼稚園WARS,2027年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6078""}]"
神樂鉢,2027年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6358""}]"
命運的倒帶士,2027年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5952""}]"
LONA,2027年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6462""}]"
Free Fire Daybreak,2027年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5935""}]"
尚善,2027年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6524""}]"
迷宮飯 第二季,2027年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5279""}]"
葬送的芙莉蓮 第三季,2027年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6324""}]"
