title,category,total_seasons,total_episodes,info_links,image_url
關於我轉生變成史萊姆這檔事 劇場版 蒼海之淚篇,2026年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5481""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5481/Y3QUsEjbKR.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5481/KxZ6PkMzZH.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5481/IYo5ZTQKR8.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5481/MWdNMKnoMQ.webp"
哆啦A夢：新·大雄的海底鬼岩城,2026年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6033""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6033/Zb9Uzq18zX.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6033/hl5NaH1emj.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6033/xPo59UpmNx.webp"
永遠的大和號 REBEL3199 第五章 白熱の銀河大戦,2026年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6088""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6088/qa2JQAKkDh.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6088/GMoNvqHUmR.webp"
劇場版 我內心的糟糕念頭,2026年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5490""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5490/lCntyE4dgQ.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5490/9pOO08aAWS.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5490/6D1BkgEYDw.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5490/8Bc6HdYbBC.webp"
新劇場版 銀魂 -吉原大炎上-,2026年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6011""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6011/eMwSI4MpLW.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6011/7sbYaZm1HT.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6011/pb4iRpSXmR.webp"
劇場版 銀河特急 Milky☆Subway,2026年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6051""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6051/blqpwckNBQ.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6051/7OLv61BS62.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6051/wkmum5wvfl.webp"
祈念之樹,2026年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5807""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5807/otkzhNWxsY.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5807/tZKqmSaEwl.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5807/uUsceoEatf.webp"
少女與戰車：更加相親相愛作戰！第2幕,2026年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6194""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6194/Y2r875ZDk5.webp
機動戰士鋼彈 閃光的哈薩威 喀耳刻的魔女,2026年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5918""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5918/1IJOVlOaZn.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5918/VNoSIu5J3t.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5918/wX2s52D6DQ.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5918/Hf9Vip2G7z.webp"
最強王図鑑 ～The Ultimate Tournament～ 特別編 テッペン決めようか,2026年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6157""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6157/ibViybWU7c.webp
ALL YOU NEED IS KILL 殺無盡,2026年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5759""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5759/NPLnXCSUW7.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5759/zmxi3LeJno.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5759/aKQRsMC3hY.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5759/GerruApREB.webp"
迷宮的栞,2026年日版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5930""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5930/6G0qrZTfi4.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5930/o9AyyHxjaT.webp"
哆啦A夢：新·大雄的海底鬼岩城,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6033""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6033/Zb9Uzq18zX.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6033/hl5NaH1emj.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6033/xPo59UpmNx.webp"
境界的彼方 -I'LL BE HERE- 過去篇,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/361""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/361/361_141421.webp
航海王劇場版：紅髮歌姬,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3115""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/3115/zRxZb28M99.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/3115/3115_141421.webp"
航海王劇場版：阿拉巴斯坦戰記 ～ 沙漠王女與海賊們,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1592""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1592/1592_141421.webp
你的名字。,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1060""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1060/1060_141421.webp
空之境界 未來福音,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6125""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6125/bjZyaFXx9O.webp
空之境界 未來福音 extra chorus,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6126""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6126/tETAdgjDrZ.webp
劇場版 吉伊卡哇 人魚島的秘密,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6147""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6147/SnTu3v1zpM_2x.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6147/6D5H6bgQsa.webp"
航海王劇場版：被詛咒的聖劍,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1589""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1589/1589_141421.webp
偶像學園！X星光樂園 THE MOVIE -相遇的奇蹟-,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5829""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5829/JeMELiYRW7.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5829/KoKGreEFYc.webp"
蠟筆小新：奇奇怪怪！我的妖怪假期,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6171""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6171/CYvDsSnXKw_2x.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6171/7Pcqkt0PF4.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6171/Eq168kF3pj.webp"
航海王劇場版：GOLD,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1597""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1597/1597_141421.webp
境界的彼方 -I'LL BE HERE- 未來篇,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/176""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/176/176_141421.webp
航海王劇場版：奪寶爭霸戰,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1598""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1598/1598_141421.webp
電影 Idol光之美少女你與我♪ 久等了！為你送上閃耀的現場演唱會！,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5827""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5827/LfLrFWbSkZ.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5827/cilunLBx7y.webp"
魔法少女小圓 劇場版［新篇］叛逆的物語,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1460""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1460/1460_141421.webp
驀然回首,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4989""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/4989/bIFbh8GzqU.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/4989/2R2mOrfNEm.webp"
航海王劇場版：強者天下,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1594""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1594/1594_141421.webp
攻殼機動隊,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3331""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/3331/3331_141421.webp
最終樂章 吹響吧！上低音號 前篇,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5769""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5769/bswoWNNZ22.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5769/SLudO1ApFC.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5769/hhJ278rzf1.webp"
航海王劇場版：祭典男爵與神祕島,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1590""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1590/1590_141421.webp
劇場版 魔法少女小圓〈瓦爾普吉斯的迴天〉,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1805""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/1805/rYbCVWCoan.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/1805/1805_141421.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/1805/3mhCoEflFV.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/1805/JzVGGCTunS.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/1805/31uUQZXRre.webp"
超時空甩尾,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2044""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/2044/2044_141421.webp
航海王劇場版：Z,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1596""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1596/1596_141421.webp
航海王劇場版：死亡盡頭大冒險,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1588""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1588/1588_141421.webp
Love Live！蓮之空女學院學園偶像俱樂部 Bloom Garden Party,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5895""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5895/JQIBbTG8FD.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5895/Ui4lPL6WqA.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5895/95k8DyXFLc.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5895/Q0A1sh2hdT.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5895/L2JmgKfH6P.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5895/vJFxJHQXyo.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5895/fw6LFqrRbi.webp"
鋼之鍊金術師 劇場版 香巴拉的征服者,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1780""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1780/1780_141421.webp
航海王劇場版：喬巴身世之謎～冬季綻放、奇跡的櫻花,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1593""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1593/1593_141421.webp
鋼之鍊金術師 嘆息之丘的聖星,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1785""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1785/1785_141421.webp
角落小夥伴電影版：從天而降的雲之冒險,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5778""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5778/e4Ns2UOfO8.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5778/nQ1lAduz3X.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5778/cDhNTW4PV4.webp"
BanG Dream！ Ave Mujica prima aurora,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6007""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6007/kT982eALcl_2x.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6007/D8oAOZKRX4.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6007/ccKQc7O5an.webp"
加速世界 INFINITE BURST,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/401""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/401/401_141421.webp
劇場版 來自深淵：覺醒的神秘,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4098""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/4098/zXhuNBNcc8_2x.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/4098/Osd9CjIyXE.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/4098/LHXIOtGgkV.webp"
狼的孩子雨和雪,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3173""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/3173/3173_141421.webp
名偵探柯南：高速公路的墮天使,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6024""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6024/920Vf6Ufkj.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6024/vLN6ykoO0L.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6024/NoDOgPYJGx.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6024/eJEbiy1bf1.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6024/Lqm0qoMq5g.webp"
空之境界劇場版：終章,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6124""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6124/LAKu9pLpMh.webp
言葉之庭,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1059""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1059/1059_141421.webp
鏡之孤城,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3428""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/3428/DqE7iMqOC7.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/3428/3428_141421.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/3428/EQXRfpWiS9.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/3428/sFrFO4KFRX.webp"
花綠青綻放之時,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5211""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5211/yFjhjgxiJD.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5211/Cbw3uKTtvM.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5211/D18rZNieMB.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5211/BZ90gPudbp.webp"
酷愛電影的龐波小姐,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1092""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1092/1092_141421.webp
新劇場版 銀魂 -吉原大炎上-,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6011""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6011/eMwSI4MpLW.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6011/7sbYaZm1HT.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6011/pb4iRpSXmR.webp"
名偵探柯南：引爆摩天樓,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1609""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1609/1609_141421.webp
少女與戰車：更加相親相愛作戰！第4幕,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6289""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6289/RbXb6LUgBy.webp
關於我轉生變成史萊姆這檔事 劇場版 蒼海之淚篇,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5481""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5481/Y3QUsEjbKR.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5481/KxZ6PkMzZH.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5481/IYo5ZTQKR8.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5481/MWdNMKnoMQ.webp"
MEZZO Forte次強音,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6339""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6339/ZISqrAOeOi_2x.webp
催眠麥克風 –Division Rap Battle-,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5556""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5556/FwLx981q27.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5556/133uhQjyO7.webp"
竊取本書者將會…,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5889""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5889/DFZfKg34ip.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5889/9cGuuTJn8y.webp"
空之境界劇場版：第七章「殺人考察（後）」,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6123""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6123/nCrT9itObK.webp
藤本樹短篇集 17-26,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6029""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6029/nwxpAr8dUb.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6029/Edk2GJwdZM.webp"
劇場版 銀河特急 Milky☆Subway,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6051""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6051/blqpwckNBQ.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6051/7OLv61BS62.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6051/wkmum5wvfl.webp"
A KITE風箏,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6315""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6315/yhA0MSxzO9_2x.webp
少女與戰車：更加相親相愛作戰！第3幕,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6247""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6247/ZIgQ9nJ6Ck.webp
夏日大作戰,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2090""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/2090/2090_141421.webp
星光王子 Your Endless Call 一起閃耀！Prism⭐️Tours,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5730""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5730/9XCIkgUZYj.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5730/fhctnniqQG.webp"
劇場版「暗殺教室」：我們的時光,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6035""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/6035/YLLLiQHxTh.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/6035/vwS3qPfJQk.webp"
秒速5公分,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1057""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/1057/1057_141421.webp
空之境界劇場版：第六章「忘卻錄音」,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6122""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6122/ySqgrFPWGG.webp
少女與戰車：更加相親相愛作戰！第2幕,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6194""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6194/Y2r875ZDk5.webp
機動戰士鋼彈 閃光的哈薩威 喀耳刻的魔女,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5918""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5918/1IJOVlOaZn.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5918/VNoSIu5J3t.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5918/wX2s52D6DQ.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5918/Hf9Vip2G7z.webp"
穿越吧！不思議少女,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5671""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5671/U3OxL0VwYB.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5671/E4RATZt7if.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5671/17D9CZmpsB.webp"
機動戰士鋼彈 閃光的哈薩威,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/795""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/795/KTky1l4eZd.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/795/795_141421.webp"
茄子 安達魯西亞之夏,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2833""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/2833/YqJTyR7odu.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/2833/2833_141421.webp"
迷宮的栞,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5930""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5930/6G0qrZTfi4.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5930/o9AyyHxjaT.webp"
祈念之樹,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5807""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5807/otkzhNWxsY.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5807/tZKqmSaEwl.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5807/uUsceoEatf.webp"
空之境界劇場版：第五章「矛盾螺旋」,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6121""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6121/FdCklXgtBy.webp
劇場版 我內心的糟糕念頭,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5490""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5490/lCntyE4dgQ.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5490/9pOO08aAWS.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5490/6D1BkgEYDw.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5490/8Bc6HdYbBC.webp"
少女與戰車：更加相親相愛作戰！第1幕,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5768""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5768/LmJRy9FM7m.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5768/xI4wDDIPIl.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5768/o1JrAcdRjF.webp"
"劇場版總集篇 少女樂團 吶喊吧【後篇】 嗨, 未來",2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5454""}]","https://d28s5ztqvkii64.cloudfront.net/images/anime/5454/kstLDmUwYN.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5454/l0QWlk0xrP.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5454/aYj3npbQRa.webp
https://d28s5ztqvkii64.cloudfront.net/images/anime/5454/Afs2CPzEQn.webp"
空之境界劇場版：第四章「伽藍之洞」,2026年台版動畫電影,1,1,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6120""}]",https://d28s5ztqvkii64.cloudfront.net/images/anime/6120/0tuZc3F1AV.webp
