title,category,total_seasons,total_episodes,info_links
25 Years of You,日劇,1,10,"[{""title"": ""Netflix"", ""url"": ""https://www.netflix.com""}]"
Dream to You,韓劇,1,16,[]
Family Register,韓劇,1,16,[]
Love in Sync,韓劇,1,16,[]
Murder 101,美劇,1,3,"[{""title"": ""Prime Video"", ""url"": ""https://www.primevideo.com""}]"
Silo 羊毛記 第三季 (Silo Season 3),美劇,3,10,"[{""title"": ""Apple TV+"", ""url"": ""https://www.apple.com/apple-tv-plus/""}]"
Spooky in Love,韓劇,1,16,"[{""title"": ""Netflix"", ""url"": ""https://www.netflix.com""}]"
The Apartment Job,韓劇,1,12,[]
The Husband,韓劇,1,8,[]
The Vacation Principle,日劇,1,8,"[{""title"": ""Netflix"", ""url"": ""https://www.netflix.com""}]"
今晚也與連續殺人犯約會 (Konya mo Serial Killer to Machiawase),日劇,1,10,[]
全美風暴 最終季 (All American Final Season),美劇,8,13,"[{""title"": ""The CW"", ""url"": ""https://www.cwtv.com""}]"
大熊餐廳 最終季 (The Bear Final Season),美劇,4,10,"[{""title"": ""FX / Hulu"", ""url"": ""https://www.hulu.com""}]"
復仇者聯盟：毀滅日 (Avengers: Doomsday),2026電影,1,1,"[{""title"": ""Marvel"", ""url"": ""https://www.marvel.com""}]"
挽救計劃 (Project Hail Mary),2026電影,1,1,[]
明明應該被丈夫殺掉了 (Otto ni Korosareta Hazunanoni),日劇,1,10,[]
星際爭霸戰：奇異新世界 第四季 (Star Trek: Strange New Worlds Season 4),美劇,4,10,"[{""title"": ""Paramount+"", ""url"": ""https://www.paramountplus.com""}]"
曼達洛人與古古 (The Mandalorian and Grogu),2026電影,1,1,"[{""title"": ""Star Wars"", ""url"": ""https://www.starwars.com""}]"
東宮 (The East Palace),韓劇,1,8,"[{""title"": ""Netflix"", ""url"": ""https://www.netflix.com""}]"
殺人者的購物中心 第二季 (A Shop for Killers Season 2),韓劇,2,8,"[{""title"": ""Disney+"", ""url"": ""https://www.disneyplus.com""}]"
氣體人 (Human Vapor),日劇,1,8,"[{""title"": ""Netflix"", ""url"": ""https://www.netflix.com""}]"
沙丘 3 (Dune: Part Three),2026電影,1,1,[]
測試,測試,1,12,[]
玩具總動員 5 (Toy Story 5),2026電影,1,1,"[{""title"": ""迪士尼官網"", ""url"": ""https://www.disney.com""}]"
穿著Prada的惡魔 2 (The Devil Wears Prada 2),2026電影,1,1,[]
超級無敵好看的測試神劇,科幻冒險,3,36,[]
超級瑪利歐銀河 (The Super Mario Galaxy Movie),2026電影,1,1,[]
鬼太郎 (1968),1968年1月新番,1,65,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3677""}]"
巨靈神,1968年1月新番,1,74,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4494""}]"
巨人之星 第一季,1968年1月新番,1,182,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3678""}]"
無敵鐵金剛 原祖 (1968),1968年1月新番,1,52,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3679""}]"
怪物小王子 (1968),1968年1月新番,1,49,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3680""}]"
人造人009 (1968),1968年1月新番,1,26,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3681""}]"
佐助 (1968),1968年1月新番,1,29,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3682""}]"
茜色醬 (1968),1968年1月新番,1,26,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3683""}]"
法力無邊小仙女 (1968),1968年1月新番,1,39,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3684""}]"
妖怪人間貝姆 (1968),1968年1月新番,1,26,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3685""}]"
夕陽番長 (1968),1968年1月新番,1,156,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3686""}]"
海底少年3000 (1968),1968年1月新番,1,26,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3687""}]"
《人造人009》的主視覺圖,1968年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5968""}]"
《多羅羅》的主視覺圖,1969年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4495""}]"
《老虎假面》的主視覺圖,1969年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4861""}]"
《海螺小姐》的主視覺圖,1969年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6257""}]"
《魯邦三世》的主視覺圖,1971年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2309""}]"
《鬼太郎 (1971)》的主視覺圖,1971年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3678""}]"
《惡魔人》的主視覺圖,1972年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3613""}]"
《科學小飛俠》的主視覺圖,1972年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6128""}]"
《金剛戰神》的主視覺圖,1975年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4456""}]"
《小英的故事》的主視覺圖,1978年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2948""}]"
《宇宙海賊哈洛克》的主視覺圖,1978年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3432""}]"
《未來少年柯南》的主視覺圖,1978年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4296""}]"
《科學小飛俠II》的主視覺圖,1978年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6350""}]"
《清秀佳人》的主視覺圖,1979年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5576""}]"
《人造人009（1979）》的主視覺圖,1979年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5969""}]"
《機動戰士鋼彈》的主視覺圖,1979年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2003""}]"
《科學小飛俠F》的主視覺圖,1979年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6460""}]"
《凡爾賽玫瑰》的主視覺圖,1979年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3871""}]"
《湯姆歷險記》的主視覺圖,1980年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3358""}]"
《傳說巨神伊甸王》的主視覺圖,1980年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5690""}]"
《凡爾賽玫瑰 總集篇》的主視覺圖,1980年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3872""}]"
《とんでも戦士ムテキング》的主視覺圖,1980年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1537""}]"
《原子小金剛（1980）》的主視覺圖,1980年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3748""}]"
《老虎假面二世》的主視覺圖,1981年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4865""}]"
《忍者哈特利》的主視覺圖,1981年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3243""}]"
《新・ど根性ガエル》的主視覺圖,1981年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4997""}]"
《福星小子》的主視覺圖,1981年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3472""}]"
《六神合體 雷霆王》的主視覺圖,1981年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5786""}]"
《福星小子 特別篇》的主視覺圖,1982年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3473""}]"
《甜甜仙子》的主視覺圖,1982年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6220""}]"
《わが青春のアルカディア 無限軌道SSX》的主視覺圖,1982年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3436""}]"
《超時空要塞》的主視覺圖,1982年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4308""}]"
《金肉人》的主視覺圖,1983年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5695""}]"
《魔法小天使》的主視覺圖,1983年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5414""}]"
《貓眼》的主視覺圖,1983年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5582""}]"
《太空戰神》的主視覺圖,1983年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5214""}]"
《魯邦三世 第三季》的主視覺圖,1984年1月新番,3,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2311""}]"
《金肉人 決戦!7人の超人vs宇宙野武士》的主視覺圖,1984年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5707""}]"
《北斗之拳》的主視覺圖,1984年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4526""}]"
《莎拉公主》的主視覺圖,1985年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3174""}]"
《機動戰士Z鋼彈》的主視覺圖,1985年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3994""}]"
《惡魔島的王子 三眼神童》的主視覺圖,1985年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3807""}]"
《鬼太郎 (1985)》的主視覺圖,1985年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3679""}]"
《高校！奇面組》的主視覺圖,1985年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6092""}]"
《七龍珠》的主視覺圖,1986年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5958""}]"
《聖鬥士星矢》的主視覺圖,1986年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4941""}]"
《城市獵人》的主視覺圖,1987年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1401""}]"
《北斗之拳2》的主視覺圖,1987年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4527""}]"
《妙手小廚師》的主視覺圖,1987年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2145""}]"
《鬼太郎 地獄篇 (1988)》的主視覺圖,1988年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3680""}]"
《魔神英雄傳》的主視覺圖,1988年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2079""}]"
《鎧傳》的主視覺圖,1988年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3756""}]"
《超音戰士》的主視覺圖,1988年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6228""}]"
《麵包超人》的主視覺圖,1988年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6269""}]"
《魔動王》的主視覺圖,1989年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2571""}]"
《惡魔君》的主視覺圖,1989年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3128""}]"
《亂馬1/2》的主視覺圖,1989年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5283""}]"
《七龍珠Z》的主視覺圖,1989年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5960""}]"
《城市獵人3》的主視覺圖,1989年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1404""}]"
《機動警察》的主視覺圖,1989年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2478""}]"
《亂馬1/2 熱鬥篇》的主視覺圖,1989年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5284""}]"
《長腿叔叔》的主視覺圖,1990年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3356""}]"
《魔神英雄傳 2》的主視覺圖,1990年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2082""}]"
《海底兩萬哩》的主視覺圖,1990年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2954""}]"
《NG騎士檸檬汽水&40》的主視覺圖,1990年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5991""}]"
《三眼神童》的主視覺圖,1990年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3806""}]"
《閃電霹靂車》的主視覺圖,1991年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3046""}]"
《城市獵人'91》的主視覺圖,1991年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1407""}]"
《少年阿貝》的主視覺圖,1991年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2100""}]"
《絕對無敵雷神王》的主視覺圖,1991年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2939""}]"
《金肉人 金肉星王位爭奪篇》的主視覺圖,1991年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5708""}]"
《鬥球兒彈平》的主視覺圖,1991年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5950""}]"
《甜甜仙子 -夢を抱きしめて-》的主視覺圖,1991年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6237""}]"
《勇者傳說》的主視覺圖,1992年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6114""}]"
《蠟筆小新》的主視覺圖,1992年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1851""}]"
《少年阿貝2》的主視覺圖,1992年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2101""}]"
《幽遊白書》的主視覺圖,1992年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3532""}]"
《ど根性ガエル》的主視覺圖,1992年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4996""}]"
《九龍珠》的主視覺圖,1993年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5217""}]"
《灌籃高手》的主視覺圖,1993年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2687""}]"
《足球風雲》的主視覺圖,1993年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3095""}]"
《機動武鬥傳G鋼彈》的主視覺圖,1994年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3830""}]"
《魔法騎士雷阿斯》的主視覺圖,1994年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1212""}]"
《咕嚕咕嚕魔法陣》的主視覺圖,1994年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2085""}]"
《超時空要塞7》的主視覺圖,1994年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4316""}]"
《忍空》的主視覺圖,1995年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4738""}]"
《魔法騎士雷阿斯 第二章》的主視覺圖,1995年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1213""}]"
《秀逗魔導士》的主視覺圖,1995年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1434""}]"
《新機動戰記鋼彈W》的主視覺圖,1995年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3885""}]"
《天地無用！》的主視覺圖,1995年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4286""}]"
《夢幻遊戲》的主視覺圖,1995年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5943""}]"
《新世紀福音戰士》的主視覺圖,1995年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3564""}]"
《爆走獵人》的主視覺圖,1995年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5687""}]"
《城市獵人 特勤任務》的主視覺圖,1996年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1408""}]"
《神劍闖江湖 －明治劍客浪漫譚－》的主視覺圖,1996年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1035""}]"
《名偵探柯南》的主視覺圖,1996年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2249""}]"
《鬼太郎 (1996)》的主視覺圖,1996年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3685""}]"
《閃電怪馬》的主視覺圖,1996年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5619""}]"
《機動新世紀鋼彈X》的主視覺圖,1996年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6443""}]"
《秀逗魔導士 NEXT》的主視覺圖,1996年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1436""}]"
《靈異教師神眉》的主視覺圖,1996年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5344""}]"
《VS騎士檸檬汽水&40炎》的主視覺圖,1996年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5999""}]"
《烏龍派出所》的主視覺圖,1996年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2154""}]"
《流星花園》的主視覺圖,1996年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4809""}]"
《勇者王》的主視覺圖,1997年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3291""}]"
《小浣熊》的主視覺圖,1997年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5622""}]"
《城市獵人 再見我的甜心》的主視覺圖,1997年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1409""}]"
《烏龍派出所特別篇》的主視覺圖,1997年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2155""}]"
《秀逗魔導士 TRY》的主視覺圖,1997年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1439""}]"
《寶可夢》的主視覺圖,1997年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2379""}]"
《中華一番！》的主視覺圖,1997年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2604""}]"
《新・天地無用！》的主視覺圖,1997年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4287""}]"
《金田一少年之事件簿》的主視覺圖,1997年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5858""}]"
《金田一少年之事件簿SP「死神病院殺人事件」》的主視覺圖,1997年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5870""}]"
《大運動會》的主視覺圖,1997年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/942""}]"
《超魔神英雄傳》的主視覺圖,1997年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2084""}]"
《魯邦三世 第二季》的主視覺圖,1997年10月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2310""}]"
《烙印勇士 (1997)》的主視覺圖,1997年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3184""}]"
《烏龍派出所特別篇 2》的主視覺圖,1998年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2156""}]"
《庫洛魔法使 庫洛牌篇》的主視覺圖,1998年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/232""}]"
《城市獵人2》的主視覺圖,1998年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1402""}]"
《頭文字D First Stage》的主視覺圖,1998年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2837""}]"
《幸運女神 小不隆咚便利多多》的主視覺圖,1998年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2814""}]"
《星際牛仔》的主視覺圖,1998年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2951""}]"
《星際牛仔 總集篇》的主視覺圖,1998年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2952""}]"
《遊戲王》的主視覺圖,1998年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3265""}]"
《抓狂一族》的主視覺圖,1998年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3377""}]"
《TRIGUN 槍神》的主視覺圖,1998年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3611""}]"
《烏龍派出所特別篇 3》的主視覺圖,1998年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2157""}]"
《男女蹺蹺板》的主視覺圖,1998年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1796""}]"
《小魔女DoReMi》的主視覺圖,1999年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3313""}]"
《城市獵人 惡徒羽獠之末路》的主視覺圖,1999年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1410""}]"
《伊甸少年》的主視覺圖,1999年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2409""}]"
《麻辣教師GTO》的主視覺圖,1999年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3619""}]"
《數碼寶貝》的主視覺圖,1999年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6085""}]"
《庫洛魔法使 小櫻牌篇》的主視覺圖,1999年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/447""}]"
《HUNTER×HUNTER 獵人 (1999)》的主視覺圖,1999年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2462""}]"
《頭文字D Second Stage》的主視覺圖,1999年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2838""}]"
《ONE PIECE 航海王》的主視覺圖,1999年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3114""}]"
《Di Gi Charat 鈴鐺貓》的主視覺圖,1999年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3392""}]"
《未來少年柯南2：タイガアドベンチャ》的主視覺圖,1999年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4297""}]"
《小魔女DoReMi 第二季：＃》的主視覺圖,2000年1月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3315""}]"
《幻影死神》的主視覺圖,2000年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4715""}]"
《純情房東俏房客》的主視覺圖,2000年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5383""}]"
《外星人田中太郎》的主視覺圖,2000年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6170""}]"
《咕嚕咕嚕魔法陣 心跳♡傳說》的主視覺圖,2000年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2087""}]"
《幻想魔傳 最遊記》的主視覺圖,2000年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2429""}]"
《櫻花大戰》的主視覺圖,2000年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2706""}]"
《遊戲王 怪獸之決鬥》的主視覺圖,2000年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3267""}]"
《NieA_7》的主視覺圖,2000年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4257""}]"
《捍衛者 GATE KEEPERS》的主視覺圖,2000年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1260""}]"
