title,category,total_seasons,total_episodes,info_links
《爆漫王。》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5368""}]"
《FORTUNE ARTERIAL -赤之約束-》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6021""}]"
《BLEACH 死神 (2010)》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3229""}]"
《池袋西口公園》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/619""}]"
《魔法禁書目錄 第二季》的主視覺圖,2010年10月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/313""}]"
《我的妹妹哪有這麼可愛》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/913""}]"
《小貓巴克里》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2272""}]"
《天降之物f》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2418""}]"
《襲來！美少女邪神 Remember My Love（craft先生）》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3035""}]"
《薄櫻鬼 「特別篇 京都回想錄」》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3085""}]"
《薄櫻鬼 碧血錄》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3086""}]"
《信蜂 第二季：REVERSE》的主視覺圖,2010年10月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3289""}]"
《吊帶襪天使》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3784""}]"
《傳說的勇者的傳說「伊莉絲・報告」》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4113""}]"
《更多的出包王女》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4406""}]"
《IRON MAN 鋼鐵人》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4891""}]"
《荒川爆笑團 2》的主視覺圖,2010年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5949""}]"
《我的妹妹哪有這麼可愛（TRUE ROUTE版）》的主視覺圖,2011年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/915""}]"
《鋼之鍊金術師 嘆息之丘的聖星 網路動畫》的主視覺圖,2011年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1786""}]"
《IS〈Infinite Stratos〉》的主視覺圖,2011年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1325""}]"
《魔法少女小圓》的主視覺圖,2011年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1457""}]"
《惡魔奶爸》的主視覺圖,2011年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1891""}]"
《寶可夢 鑽石&珍珠 特別篇》的主視覺圖,2011年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2382""}]"
《DD北斗之拳 (2011)》的主視覺圖,2011年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2589""}]"
《GOSICK》的主視覺圖,2011年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3601""}]"
《這樣算是殭屍嗎？》的主視覺圖,2011年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3605""}]"
《只想告訴你 第二季》的主視覺圖,2011年1月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3968""}]"
《只想告訴你「單戀」》的主視覺圖,2011年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3969""}]"
《WOLVERINE》的主視覺圖,2011年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4892""}]"
《フラクタル》的主視覺圖,2011年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5184""}]"
《美食獵人》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5497""}]"
《賭博默示錄 破戒錄篇》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5612""}]"
《rain town》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2212""}]"
《花開物語》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/345""}]"
《青之驅魔師》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/419""}]"
《我們仍未知道那天所看見的花名。》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2119""}]"
《星光少女 極光之夢》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2338""}]"
《緋彈的亞莉亞》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2410""}]"
《閃電十一人GO》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2658""}]"
《TIGER & BUNNY》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2711""}]"
《銀魂’》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2972""}]"
《遊戲王 ZEXAL》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3276""}]"
《死囚樂園》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3636""}]"
《迷糊軟網社》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4258""}]"
《架向星空之橋》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4553""}]"
《X-MEN》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4890""}]"
《命運石之門》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5064""}]"
《SKET DANCE 學園救援團》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5105""}]"
《戰國少女～桃色異傳～》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5169""}]"
《DOG DAYS》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5176""}]"
《A頻道》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5266""}]"
《日常》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5819""}]"
《召喚惡魔》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5839""}]"
《世界一初戀》的主視覺圖,2011年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5864""}]"
《未來都市NO.6》的主視覺圖,2011年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6410""}]"
《快盜天使雙胞胎 ～KYUNKYUN☆心跳樂園～》的主視覺圖,2011年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/849""}]"
《妖怪少爺 第二季：～千年魔京～》的主視覺圖,2011年7月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1031""}]"
《歌之☆王子殿下♪ 真爱1000%》的主視覺圖,2011年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1335""}]"
《夏目友人帳 第三季》的主視覺圖,2011年7月新番,3,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1391""}]"
《轉吧！企鵝罐》的主視覺圖,2011年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1539""}]"
《血戰-C》的主視覺圖,2011年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1895""}]"
《偶像大師》的主視覺圖,2011年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1904""}]"
《笨蛋、測驗、召喚獸2》的主視覺圖,2011年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3169""}]"
《Sacred Seven》的主視覺圖,2011年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4016""}]"
《モンハン日記 ぎりぎりアイルー村G》的主視覺圖,2011年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4437""}]"
《輕鬆百合》的主視覺圖,2011年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4453""}]"
《眾神中的貓神》的主視覺圖,2011年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4555""}]"
《BLADE》的主視覺圖,2011年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4967""}]"
《森田同學很沉默》的主視覺圖,2011年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5140""}]"
《爆漫王。 第二季》的主視覺圖,2011年10月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5369""}]"
《機動戰士鋼彈AGE》的主視覺圖,2011年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6398""}]"
《Fate/Zero》的主視覺圖,2011年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/391""}]"
《花牌情緣》的主視覺圖,2011年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/243""}]"
《女神異聞錄4》的主視覺圖,2011年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1145""}]"
《罪惡王冠》的主視覺圖,2011年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1200""}]"
《WORKING!! 迷糊餐廳 第二季》的主視覺圖,2011年10月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1161""}]"
《HUNTER×HUNTER 獵人 (2011)》的主視覺圖,2011年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2466""}]"
《我的朋友很少》的主視覺圖,2011年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2599""}]"
《未來日記》的主視覺圖,2011年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3024""}]"
《魔劍姬！》的主視覺圖,2011年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4782""}]"
《少年同盟》的主視覺圖,2011年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5086""}]"
《森田同學很沉默2》的主視覺圖,2011年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5141""}]"
《gdgd妖精s》的主視覺圖,2011年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5191""}]"
《世界一初戀2》的主視覺圖,2011年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5867""}]"
《妖狐×僕SS》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6390""}]"
《帕蒂瑪的顛倒世界 Beginning of the day》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2675""}]"
《惡魔高校D×D》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/658""}]"
《男子高校生的日常》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1333""}]"
《夏目友人帳 第四季》的主視覺圖,2012年1月新番,4,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1392""}]"
《我們仍未知道那天所看見的花名 「めんまへの手紙」》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2120""}]"
《新網球王子》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2510""}]"
《Another》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2492""}]"
《BLACK★ROCK SHOOTER 黑岩射手》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2927""}]"
《羅馬浴場》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3070""}]"
《零之使魔 第四季：F》的主視覺圖,2012年1月新番,4,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3369""}]"
《亞庫艾里翁EVOL》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3448""}]"
《在那個夏天等待》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4026""}]"
《戰姬絕唱SYMPHOGEAR》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4880""}]"
《直笛與背包 Do♪》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5121""}]"
《嘟嘟貓觀察日記》的主視覺圖,2012年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5126""}]"
《血戰-C のねのね劇場》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1897""}]"
《PES: Peace Eco Smile》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5131""}]"
《冰菓》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/392""}]"
《Fate/Zero 第二季》的主視覺圖,2012年4月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/348""}]"
《加速世界》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/177""}]"
《王者天下》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/233""}]"
《緋色的碎片》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1931""}]"
《影子籃球員》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2222""}]"
《星光少女 美夢成真》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2340""}]"
《寶可夢 超級願望 第二季》的主視覺圖,2012年4月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2384""}]"
《火影忍者SD 李洛克的青春全力忍傳》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2452""}]"
《閃電十一人GO 時空之石》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2660""}]"
《宇宙兄弟》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2965""}]"
《襲來！美少女邪神》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3038""}]"
《這樣算是殭屍嗎？OF THE DEAD》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3608""}]"
《坂道上的阿波羅》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4295""}]"
《決鬥大師Victory V》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4759""}]"
《聖鬥士星矢Ω》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4878""}]"
《希望宅邸 3D》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5083""}]"
《少年同盟2》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5087""}]"
《戰國Collection》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5116""}]"
《天才麻將少女 阿知賀篇 episode of side-A》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5120""}]"
《直笛與背包 Re♪》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5122""}]"
《北極熊Café》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5127""}]"
《ふるさと再生 日本の昔話》的主視覺圖,2012年4月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5183""}]"
《窮神》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/6314""}]"
《中二病也想談戀愛！Lite》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3106""}]"
《ONE PIECE 航海王：娜美之章領航員之淚與伙伴的羈絆》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1859""}]"
《刀劍神域》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/120""}]"
《Muv-Luv Alternative 全蝕》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/811""}]"
《聖靈家族》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1375""}]"
《緋色的碎片 第二章》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1932""}]"
《女子落語》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2963""}]"
《薄櫻鬼 黎明錄》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3088""}]"
《遊戲王 ZEXAL 番外篇》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3277""}]"
《TARI TARI》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4395""}]"
《輕鬆百合♪♪》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4463""}]"
《人類衰退之後》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4562""}]"
《希望宅邸 3D PLUS》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5085""}]"
《織田信奈的野望》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5097""}]"
《千歲Get You!!》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5171""}]"
《DOG DAYS'》的主視覺圖,2012年7月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5177""}]"
《爆漫王。 第三季》的主視覺圖,2012年10月新番,3,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5371""}]"
《インフェルノコップ》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5200""}]"
《ONE PIECE 航海王：魯夫之章手掌島的冒險》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1860""}]"
《PSYCHO-PASS 心靈判官》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/408""}]"
《絕園的暴風雨》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/912""}]"
《我的妹妹哪有這麼可愛（TRUE ROUTE特別版）》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/916""}]"
《MAGI 魔奇少年》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1156""}]"
《JOJO的奇妙冒險》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1427""}]"
《少女與戰車》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1973""}]"
《Little Busters！》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2039""}]"
《偶像學園》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2170""}]"
《機器人筆記》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2517""}]"
《K》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2620""}]"
《頭文字D Fifth Stage》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2846""}]"
《鄰座的怪同學》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2908""}]"
《銀魂’ 延長戰》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/2974""}]"
《中二病也想談戀愛！》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3105""}]"
《櫻花莊的寵物女孩》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3157""}]"
《元氣少女緣結神》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3197""}]"
《遊戲王 ZEXAL II》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3278""}]"
《旋風管家！ CAN'T TAKE MY EYES OFF YOU》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3374""}]"
《遊戲王 ZEXAL II 「みどころてんこ盛りスペシャル」》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/3279""}]"
《出包王女DARKNESS》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4407""}]"
《T寶的悲慘日常》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4578""}]"
《庭球社》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4585""}]"
《おしりかじり虫》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4710""}]"
《蒼藍世界的中心》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5166""}]"
《イクシオン サーガ DT》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5202""}]"
《來自新世界》的主視覺圖,2012年10月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/5984""}]"
《迷你偶像大師》的主視覺圖,2013年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/1938""}]"
《義呆利 The Beautiful World》的主視覺圖,2013年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/4640""}]"
《花牌情緣 第二季》的主視覺圖,2013年1月新番,2,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/244""}]"
《前進吧！登山少女》的主視覺圖,2013年1月新番,1,0,"[{""title"": ""YourAnimes 連結"", ""url"": ""https://youranimes.tw/animes/652""}]"
